Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.754584 0.0513367 0.013832 0.654046	0.723304 0.0258451 -0.00690114 0.690011	0.72159 0.0248674 -0.00873907 0.691819	0.657681 0.00189976 -0.0283979 0.752759	0.644039 -0.00863857 -0.0441828 0.763667	0.610527 -0.0381285 -0.0626227 0.788595	0.645949 -0.0362275 -0.130586 0.751255	0.636303 -0.021549 0.114275 0.762624	0.547361 -0.542732 -0.332477 0.543412	0.594089 -0.491143 -0.380142 0.511204	0.611051 -0.456644 -0.299316 0.573152	0.596612 -0.217104 -0.0953437 0.766701	0.422485 0.206045 0.511007 0.719669	0.463563 0.0778337 0.694048 0.545296	0.546712 0.00754802 0.65647 0.519708	0.827703 0.0258089 -0.0284013 0.559853	0.741987 0.0295011 -0.0245443 0.669315	0.702891 -0.0604093 0.085859 0.703508	0.578204 0.0317668 -0.079011 0.811436	0.400555 0.0472136 -0.0708713 0.912307	0.470239 0.124141 -0.101248 0.867878	
0.756903 0.0551272 0.0168428 0.65098	0.725766 0.0283448 -0.00620406 0.687329	0.723536 0.026138 -0.00924335 0.68973	0.660599 0.00290623 -0.0332302 0.749998	0.64685 -0.00672793 -0.0499796 0.760948	0.611971 -0.0359381 -0.0673673 0.787186	0.645758 -0.0361148 -0.129841 0.751554	0.64035 -0.0167566 0.105621 0.760602	0.545592 -0.532764 -0.348583 0.544961	0.59252 -0.480029 -0.397483 0.510392	0.610752 -0.444159 -0.316805 0.57388	0.592773 -0.210652 -0.0992169 0.770974	0.418234 0.218728 0.507916 0.720597	0.461621 0.0983248 0.682837 0.557649	0.531964 0.0267919 0.651295 0.540473	0.826401 0.0175791 -0.0263921 0.562188	0.725513 0.0215852 -0.0232302 0.687478	0.695191 -0.0644152 0.0829173 0.711115	0.588972 0.0277759 -0.0850807 0.803182	0.376676 0.0475744 -0.0758083 0.922011	0.424784 0.127353 -0.101781 0.890494	
0.760266 0.0585173 0.0184837 0.646706	0.728166 0.0312875 -0.00516337 0.684667	0.724648 0.0280822 -0.00909504 0.688486	0.66308 0.00493037 -0.0378943 0.747572	0.649223 -0.00374516 -0.0557886 0.75854	0.612596 -0.0320615 -0.0726905 0.786393	0.645055 -0.0338446 -0.130786 0.752099	0.64439 -0.00944831 0.0968381 0.758482	0.540447 -0.517094 -0.37009 0.550966	0.585736 -0.465169 -0.419219 0.514573	0.606243 -0.429384 -0.339851 0.576715	0.59036 -0.202324 -0.104923 0.774294	0.416505 0.233098 0.50465 0.719387	0.461854 0.120422 0.669887 0.568718	0.520907 0.0500532 0.64198 0.560368	0.82355 0.00762593 -0.0225847 0.566743	0.709352 0.0115292 -0.0208639 0.704451	0.691693 -0.0564555 0.0871649 0.714686	0.603608 0.0239721 -0.0940122 0.791356	0.352383 0.04983 -0.0832462 0.930813	0.375027 0.131072 -0.109431 0.911153	
0.764353 0.0605757 0.0189591 0.641667	0.730393 0.0336413 -0.00527836 0.682178	0.725183 0.0294993 -0.010009 0.687851	0.665129 0.00751285 -0.0428246 0.745461	0.651113 -0.000139333 -0.061518 0.756484	0.613267 -0.0289154 -0.0779584 0.785487	0.644928 -0.0329115 -0.131328 0.752156	0.648726 -0.00211787 0.087419 0.755982	0.534844 -0.499687 -0.391667 0.55754	0.579174 -0.447552 -0.442027 0.518524	0.602335 -0.410348 -0.364753 0.579451	0.588241 -0.193421 -0.11038 0.777417	0.416888 0.24918 0.500484 0.71668	0.464039 0.143364 0.655971 0.577769	0.511856 0.0753347 0.632733 0.576174	0.818434 0.00152247 -0.0210004 0.574215	0.695692 0.00544897 -0.0203382 0.718031	0.689865 -0.0520528 0.089792 0.71646	0.62166 0.0187879 -0.0979693 0.776909	0.327829 0.0503065 -0.0861408 0.939456	0.321161 0.131119 -0.116746 0.930609	
0.76888 0.0627294 0.0172554 0.636074	0.732529 0.0367545 -0.00718197 0.679705	0.725453 0.0320116 -0.0123931 0.687415	0.666424 0.0116463 -0.0478056 0.743948	0.652199 0.0048419 -0.0669762 0.755068	0.61377 -0.0270308 -0.082763 0.78467	0.644906 -0.0337807 -0.130393 0.752298	0.652343 0.00622861 0.078254 0.753848	0.530869 -0.482532 -0.411502 0.562145	0.575067 -0.428902 -0.463963 0.519691	0.601254 -0.390123 -0.386079 0.580724	0.584475 -0.184915 -0.115473 0.781576	0.418191 0.266417 0.495143 0.713423	0.467017 0.166603 0.641577 0.585249	0.504015 0.0980515 0.623067 0.590036	0.810987 -0.00244262 -0.0209427 0.584684	0.685243 0.00157758 -0.0210255 0.728009	0.68869 -0.0510415 0.091044 0.717504	0.641715 0.0139246 -0.0995222 0.760331	0.306302 0.0505473 -0.0868536 0.946615	0.267163 0.141252 -0.125243 0.944979	
0.773135 0.064846 0.0120437 0.630803	0.734046 0.0404868 -0.0111263 0.677801	0.725131 0.0359629 -0.016097 0.687483	0.667133 0.0182558 -0.052809 0.74284	0.652757 0.0119423 -0.0724568 0.753999	0.613777 -0.0242766 -0.0880164 0.784182	0.644389 -0.0334243 -0.131105 0.752633	0.655099 0.0149026 0.068604 0.752274	0.5258 -0.462302 -0.431793 0.568652	0.569695 -0.406985 -0.486879 0.522264	0.599588 -0.367141 -0.411285 0.580126	0.582469 -0.174349 -0.120616 0.784719	0.422009 0.284246 0.48914 0.708417	0.472061 0.189856 0.626288 0.590658	0.497449 0.124074 0.611275 0.602904	0.802245 -0.00524346 -0.0213531 0.59659	0.676692 -0.00116272 -0.0219567 0.735937	0.687205 -0.0490587 0.0926166 0.718863	0.661998 0.00993907 -0.100397 0.742685	0.289521 0.0511254 -0.0869738 0.95184	0.219959 0.148671 -0.138313 0.954141	
0.77698 0.0656614 0.00426676 0.626077	0.735485 0.0437259 -0.0166343 0.675924	0.724846 0.0399538 -0.0209636 0.687432	0.667498 0.0261814 -0.0582741 0.741866	0.652955 0.0203764 -0.0783786 0.753055	0.613507 -0.0215612 -0.0935689 0.78383	0.643686 -0.0332303 -0.132064 0.753076	0.657879 0.0247142 0.0596588 0.75035	0.520894 -0.441416 -0.450738 0.575028	0.565303 -0.382899 -0.509908 0.523274	0.599652 -0.343137 -0.433957 0.578234	0.578913 -0.163781 -0.125195 0.788899	0.426142 0.302035 0.482138 0.703364	0.477226 0.212314 0.611068 0.594789	0.493456 0.149754 0.599054 0.612543	0.793177 -0.00764965 -0.0214356 0.608565	0.66898 -0.00361481 -0.0224707 0.742932	0.684592 -0.0489301 0.0937706 0.721212	0.681062 0.0079126 -0.100286 0.725283	0.277339 0.0525988 -0.0857508 0.955491	0.19679 0.157066 -0.158858 0.954656	
0.780056 0.064427 -0.00337108 0.622375	0.736756 0.044947 -0.0220704 0.674302	0.724689 0.041938 -0.0259358 0.68731	0.667611 0.0340961 -0.0642414 0.740949	0.652863 0.0291481 -0.0847923 0.752151	0.612787 -0.0183041 -0.0992955 0.783771	0.64248 -0.0330144 -0.132357 0.754063	0.661241 0.0361863 0.0520564 0.74749	0.517175 -0.420768 -0.467749 0.580254	0.562573 -0.357809 -0.532018 0.521959	0.602963 -0.31907 -0.453581 0.573493	0.574204 -0.152937 -0.129638 0.793785	0.430242 0.319548 0.47418 0.698523	0.482497 0.233272 0.596666 0.597302	0.492661 0.172503 0.586464 0.619345	0.784481 -0.00927166 -0.0214281 0.619713	0.661799 -0.00531407 -0.0227351 0.749318	0.68123 -0.0476929 0.0950625 0.724303	0.698766 0.00817266 -0.100604 0.708193	0.269121 0.0558075 -0.0841046 0.957803	0.203214 0.168103 -0.18478 0.946732	
0.782247 0.0604691 -0.0097219 0.619951	0.737722 0.0437424 -0.0264389 0.673167	0.724566 0.0412831 -0.0301748 0.687306	0.667735 0.0412418 -0.0704981 0.739905	0.652681 0.0376508 -0.0915608 0.751137	0.611643 -0.0142389 -0.105132 0.783988	0.640682 -0.032329 -0.132164 0.755655	0.665003 0.0491399 0.0456854 0.74382	0.516063 -0.401813 -0.48199 0.583019	0.562661 -0.333447 -0.551737 0.517505	0.608006 -0.295641 -0.471608 0.566137	0.570283 -0.141202 -0.134474 0.79797	0.433368 0.335319 0.465942 0.694731	0.486732 0.251672 0.583586 0.599317	0.494826 0.192957 0.575426 0.621933	0.775824 -0.00961293 -0.0218545 0.630498	0.655633 -0.00570505 -0.0231836 0.754702	0.678265 -0.0464861 0.0953248 0.727124	0.715521 0.0103575 -0.101757 0.691063	0.265681 0.060578 -0.0824146 0.95862	0.224575 0.171614 -0.211543 0.935609	
0.78394 0.054463 -0.0142234 0.618279	0.738438 0.0403693 -0.029386 0.67247	0.724558 0.0381657 -0.0333469 0.687347	0.667999 0.0473231 -0.0766534 0.738689	0.652516 0.0455457 -0.0982101 0.750002	0.610034 -0.009251 -0.110725 0.784547	0.638604 -0.0310624 -0.131864 0.757517	0.668756 0.0634432 0.0404532 0.739664	0.516454 -0.38399 -0.49411 0.584535	-0.564368 0.309293 0.569824 -0.511006	0.614931 -0.27451 -0.488903 0.554507	0.566802 -0.12961 -0.139774 0.801499	0.435953 0.34977 0.457268 0.691746	0.490557 0.267857 0.571541 0.600789	0.49768 0.210458 0.565524 0.623061	0.766727 -0.0106199 -0.0211547 0.641536	0.650715 -0.00699421 -0.0226138 0.758953	0.675692 -0.0459771 0.0954121 0.729536	0.730781 0.0135318 -0.102714 0.674705	0.268297 0.0653959 -0.0803532 0.957749	0.249206 0.167135 -0.236378 0.924169	
0.785206 0.0475122 -0.0176307 0.617158	0.738808 0.0359352 -0.0314743 0.67222	0.724352 0.0338334 -0.0357863 0.687669	0.668322 0.0524743 -0.0824341 0.737426	0.652407 0.052758 -0.104414 0.748785	0.608145 -0.0035182 -0.115706 0.78534	0.636387 -0.0291167 -0.131572 0.759508	0.672661 0.0782171 0.0360158 0.734923	0.516201 -0.365638 -0.505241 0.587006	-0.565336 0.283814 0.587805 -0.504311	0.623502 -0.254818 -0.505779 0.538982	0.563056 -0.118374 -0.145265 0.804893	0.438221 0.363413 0.44799 0.689347	0.494526 0.282047 0.560582 0.601366	0.500166 0.226737 0.556529 0.623458	0.756993 -0.0138415 -0.0176737 0.653037	0.647031 -0.0109453 -0.0195997 0.762133	0.673201 -0.0458444 0.0956902 0.731808	0.744726 0.0172276 -0.103464 0.659076	0.277039 0.0698702 -0.0782286 0.955117	0.270119 0.159672 -0.255903 0.91436	
0.785981 0.0403265 -0.0208838 0.61658	0.738773 0.0313833 -0.0333101 0.672399	0.723781 0.0294407 -0.0378594 0.688361	0.668564 0.0570276 -0.0877252 0.736257	0.652323 0.05919 -0.110024 0.747573	0.605974 0.00267937 -0.120203 0.786346	0.633897 -0.0267717 -0.131416 0.761701	0.676456 0.0934533 0.032373 0.729812	0.518028 -0.3484 -0.514826 0.587552	-0.567661 0.259801 0.603276 -0.496309	0.629792 -0.237723 -0.523463 0.522337	0.558745 -0.107451 -0.151185 0.808332	0.440845 0.376682 0.438307 0.686771	0.499246 0.294935 0.550269 0.600808	0.506203 0.242641 0.546303 0.621641	0.746999 -0.017515 -0.01306 0.664466	0.643925 -0.0154598 -0.0154381 0.764777	0.670872 -0.0457635 0.095029 0.734034	0.757599 0.020937 -0.103439 0.644132	0.291485 0.0733455 -0.0758838 0.950736	0.289651 0.159207 -0.267565 0.905077	
0.786524 0.0335105 -0.0234621 0.616204	0.738301 0.0267711 -0.0346722 0.673047	0.722712 0.0250356 -0.0394307 0.689569	0.668729 0.0609486 -0.0923766 0.735223	0.652331 0.0647388 -0.114926 0.746368	0.603667 0.00883267 -0.124208 0.787452	0.631015 -0.0243653 -0.131231 0.764202	0.680333 0.10773 0.0289168 0.724366	0.518144 -0.330068 -0.524198 0.589745	-0.568661 0.232471 0.620883 -0.486915	0.64012 -0.228791 -0.535684 0.500943	0.554715 -0.0964939 -0.15672 0.81143	0.443457 0.389483 0.428478 0.684146	0.504396 0.306489 0.540854 0.599271	0.509615 0.257127 0.53721 0.620954	0.7368 -0.020894 -0.00848319 0.675735	0.641505 -0.0195965 -0.011158 0.766787	0.668085 -0.0456335 0.0940363 0.736707	0.769177 0.0246848 -0.102756 0.630237	0.310817 0.0759737 -0.0734591 0.944577	0.309119 0.164029 -0.273184 0.896052	
0.787009 0.0280803 -0.0255136 0.615774	0.738053 0.0232255 -0.0358562 0.673389	0.72211 0.0216519 -0.0408335 0.690233	0.668857 0.0648313 -0.0967114 0.734217	0.652276 0.0701124 -0.119524 0.745208	0.601256 0.0146581 -0.127959 0.788608	0.627549 -0.0221279 -0.131119 0.767138	0.684312 0.12057 0.0254846 0.7187	0.518448 -0.311358 -0.532864 0.591882	-0.568876 0.205211 0.637273 -0.477651	0.65009 -0.215277 -0.547835 0.480538	0.551992 -0.0855324 -0.162387 0.8134	0.44646 0.401593 0.418858 0.681142	0.50996 0.317088 0.531802 0.597146	0.516697 0.271667 0.528651 0.616238	0.726081 -0.0264561 -0.0014691 0.687099	0.639431 -0.0260949 -0.00459761 0.768392	0.664093 -0.046274 0.0930109 0.740397	0.779102 0.0285931 -0.102075 0.61787	0.334354 0.0782591 -0.071501 0.936467	0.332031 0.174187 -0.273046 0.885923	
0.787083 0.0236034 -0.0267855 0.615812	0.737863 0.0201362 -0.0365672 0.673659	0.7218 0.0186825 -0.0418246 0.690585	0.6688 0.0686393 -0.100684 0.733388	0.651963 0.0753854 -0.123882 0.744254	0.598709 0.0198103 -0.131451 0.789858	0.623752 -0.0200612 -0.13052 0.770387	0.688282 0.132121 0.0222545 0.712963	0.519354 -0.292552 -0.540741 0.593535	-0.56869 0.178625 0.651961 -0.468649	0.65803 -0.196547 -0.560831 0.462422	0.549678 -0.0752165 -0.167801 0.814886	0.450491 0.413137 0.409203 0.677443	0.516274 0.327239 0.522233 0.594684	0.524769 0.288109 0.520739 0.608639	0.715181 -0.0329757 0.00673863 0.698128	0.637497 -0.0335028 0.00322033 0.769717	0.65932 -0.0476245 0.0914934 0.744754	0.787401 0.0328918 -0.102069 0.607042	0.361378 0.0808323 -0.0704708 0.926232	0.360591 0.185186 -0.267759 0.874062	
0.786587 0.0197034 -0.027983 0.61653	0.737543 0.0176937 -0.0372408 0.674041	0.721393 0.0163084 -0.0427978 0.691009	0.668497 0.0724828 -0.104432 0.73277	0.651394 0.0804471 -0.128011 0.743524	0.595938 0.0245258 -0.134765 0.791261	0.620004 -0.018113 -0.129375 0.773647	0.691744 0.142685 0.0191857 0.707647	0.517576 -0.270757 -0.548342 0.598437	-0.564708 0.149329 0.667323 -0.462045	0.661331 -0.171796 -0.575131 0.449836	0.547842 -0.0648037 -0.172736 0.815985	0.451139 0.423466 0.400742 0.67569	0.520251 0.334946 0.516274 0.592125	0.536177 0.299406 0.509882 0.602404	0.704694 -0.0404552 0.0164393 0.708166	0.635197 -0.0418183 0.0125741 0.771115	0.654596 -0.0492097 0.0895671 0.749039	0.794445 0.037736 -0.102894 0.597366	0.391402 0.0839679 -0.0704321 0.91367	0.394769 0.194094 -0.257363 0.860377	
0.78548 0.0161688 -0.029117 0.61799	0.737051 0.0157506 -0.0378713 0.674591	0.721076 0.0143073 -0.0438025 0.691322	0.668085 0.0759514 -0.107907 0.732291	0.650698 0.0851079 -0.131717 0.742967	0.593164 0.0284456 -0.137696 0.792709	0.616304 -0.0165928 -0.127835 0.776886	0.693804 0.152999 0.0171759 0.703514	0.519672 -0.252748 -0.554541 0.598785	-0.564242 0.124784 0.678734 -0.453188	0.662271 -0.14518 -0.588278 0.440736	0.545222 -0.0562814 -0.177248 0.817403	0.45333 0.433663 0.392317 0.672693	0.525134 0.343229 0.508965 0.589392	0.54598 0.311568 0.500872 0.594944	0.694908 -0.0468117 0.0256012 0.717117	0.632474 -0.0487894 0.0215949 0.772742	0.650651 -0.0510364 0.0867418 0.752678	0.799917 0.0438643 -0.104759 0.589266	0.424428 0.0883274 -0.0713911 0.898311	0.433702 0.20454 -0.242809 0.843273	
0.78385 0.0134859 -0.0303271 0.620063	0.736153 0.0145848 -0.0385656 0.675558	0.720448 0.0131204 -0.0447544 0.691939	0.667612 0.0792664 -0.110893 0.731924	0.649984 0.0894368 -0.134828 0.742525	0.590293 0.0320874 -0.140045 0.794299	0.612166 -0.0152925 -0.126296 0.780428	0.695628 0.162797 0.0156131 0.699539	0.520093 -0.233355 -0.560011 0.601196	-0.561381 0.0990064 0.690088 -0.4459	0.662474 -0.117383 -0.600159 0.432618	0.543061 -0.0488837 -0.1818 0.818318	0.455393 0.44318 0.384496 0.669605	0.52978 0.350892 0.502168 0.586545	0.557969 0.322891 0.490825 0.586091	0.685648 -0.0512053 0.0328258 0.725388	0.629646 -0.0535106 0.028916 0.774497	0.647323 -0.0522183 0.0837772 0.755796	0.803452 0.050072 -0.106977 0.583535	0.459869 0.0924437 -0.073522 0.880096	0.478354 0.222716 -0.22094 0.82022	
0.78218 0.0115887 -0.0315832 0.622144	0.735075 0.0140993 -0.0392524 0.676702	0.71971 0.012578 -0.0456506 0.692658	0.667077 0.0823555 -0.113377 0.731691	0.649255 0.0932725 -0.137315 0.742235	0.587528 0.0350759 -0.141659 0.795936	0.608109 -0.0148122 -0.123588 0.784034	0.698232 0.172323 0.0146169 0.694668	0.520066 -0.214311 -0.564316 0.604276	-0.557641 0.0737246 0.700448 -0.439288	0.662915 -0.0913879 -0.610031 0.424328	0.540953 -0.0419282 -0.185974 0.819162	0.455101 0.45138 0.377765 0.668156	0.532496 0.356803 0.497708 0.584316	0.567715 0.330381 0.481693 0.580103	0.676831 -0.0533254 0.0375609 0.733243	0.626457 -0.0557102 0.0339234 0.776722	0.644303 -0.0520903 0.0812372 0.758657	0.80607 0.056817 -0.109003 0.578914	0.497028 0.096586 -0.0760324 0.858984	0.519728 0.231811 -0.203804 0.796625	
0.781191 0.0108183 -0.0322714 0.623364	0.734126 0.0139796 -0.039557 0.677716	0.718895 0.0124448 -0.0461269 0.693475	0.666287 0.0854263 -0.115323 0.731754	0.648292 0.0969729 -0.139374 0.742219	0.584838 0.0376237 -0.142965 0.797565	0.604007 -0.0144692 -0.121122 0.787589	0.700691 0.180696 0.0135884 0.69007	0.520704 -0.197082 -0.567746 0.606375	-0.554433 0.0507749 0.709134 -0.432614	0.663488 -0.0687891 -0.618805 0.414889	0.540298 -0.0358169 -0.18937 0.819106	0.456722 0.459625 0.371367 0.665009	0.536273 0.363677 0.49182 0.581604	0.570803 0.335359 0.477348 0.577805	0.668135 -0.0566845 0.0432254 0.740617	0.622394 -0.059181 0.0397388 0.779451	0.639997 -0.0521659 0.0803575 0.762382	0.807399 0.0643131 -0.111757 0.575744	0.535418 0.101258 -0.0798295 0.834686	0.557096 0.233806 -0.193511 0.773002	
0.780469 0.0110001 -0.0325785 0.624248	0.733175 0.0144998 -0.039802 0.678719	0.717861 0.0129751 -0.0464725 0.694513	0.665512 0.088315 -0.116786 0.731884	0.647393 0.100329 -0.140913 0.742267	0.582433 0.0397286 -0.143806 0.79907	0.600867 -0.0141708 -0.118549 0.790383	0.703434 0.188664 0.0138292 0.685125	0.522083 -0.182161 -0.570212 0.60754	-0.552124 0.0302095 0.716347 -0.42555	0.665073 -0.0504907 -0.625425 0.404934	0.537932 -0.0312877 -0.192196 0.820189	0.458652 0.467773 0.365102 0.661459	0.540327 0.370432 0.485927 0.578535	0.577072 0.34269 0.470063 0.57323	0.660093 -0.0576526 0.045875 0.747562	0.617571 -0.0601107 0.0426035 0.783057	0.635315 -0.0478873 0.081417 0.766455	0.806389 0.0724543 -0.114491 0.575655	0.575419 0.105742 -0.0847139 0.806558	0.592777 0.242241 -0.180554 0.746549	
0.779619 0.0121921 -0.0326804 0.625282	0.732072 0.0157683 -0.0401363 0.679862	0.716567 0.0142237 -0.0468858 0.695795	0.664838 0.0911998 -0.118043 0.731942	0.646585 0.103542 -0.142214 0.742282	0.580171 0.0417324 -0.144245 0.800533	0.598041 -0.0139658 -0.115827 0.792929	0.706629 0.195882 0.0147452 0.67977	0.524299 -0.169661 -0.572039 0.607533	-0.550927 0.0124037 0.722067 -0.418264	0.666736 -0.0349235 -0.631367 0.394486	0.536435 -0.0273181 -0.19494 0.820664	0.460167 0.474711 0.359846 0.658336	0.543624 0.376267 0.480889 0.575884	0.582322 0.350406 0.464119 0.568076	0.652541 -0.0574446 0.046901 0.754116	0.612101 -0.0598249 0.0438244 0.787294	0.630933 -0.0462955 0.0817265 0.77013	0.804102 0.0807776 -0.116883 0.577263	0.615401 0.109684 -0.0903113 0.775303	0.625003 0.249173 -0.170816 0.719796	
0.778458 0.0142248 -0.0322085 0.626708	0.730763 0.0175215 -0.0402239 0.68122	0.715199 0.0158699 -0.0470984 0.697152	0.664302 0.0939611 -0.118939 0.731935	0.645905 0.106528 -0.143124 0.742277	0.577975 0.043501 -0.144088 0.802055	0.595494 -0.0142112 -0.112422 0.795328	0.709762 0.202323 0.0163484 0.674564	0.526906 -0.159387 -0.573232 0.606936	-0.550477 -0.0030106 0.726669 -0.410997	0.668716 -0.0220933 -0.636567 0.383554	0.535502 -0.023839 -0.197324 0.820812	0.460709 0.4803 0.355999 0.655991	0.545456 0.381338 0.476982 0.574062	0.583754 0.355611 0.460271 0.5665	0.645445 -0.0569604 0.0474461 0.760201	0.606176 -0.0592868 0.0445049 0.791868	0.627371 -0.04649 0.0813182 0.773067	0.800718 0.0894933 -0.119112 0.580218	0.654342 0.11339 -0.0966409 0.741377	0.658009 0.254269 -0.162907 0.689806	
0.777153 0.0170291 -0.0312489 0.628304	0.729521 0.0197274 -0.0402252 0.68249	0.713946 0.0178336 -0.0473179 0.698372	0.663886 0.096583 -0.119633 0.731857	0.645337 0.109282 -0.143735 0.742252	0.576114 0.0451426 -0.143585 0.803392	0.593493 -0.0146893 -0.108753 0.797323	0.712138 0.208028 0.0185012 0.670255	0.52973 -0.151138 -0.573918 0.605938	-0.550627 -0.0163121 0.730419 -0.403773	0.670776 -0.0111731 -0.640994 0.372909	0.534556 -0.0210609 -0.199298 0.821028	0.460632 0.484958 0.353219 0.654118	0.546407 0.385753 0.474067 0.572621	0.584328 0.360759 0.458 0.564491	0.638667 -0.0572407 0.0493474 0.765763	0.599408 -0.0596464 0.0464108 0.796868	0.624249 -0.0464414 0.0808956 0.775636	0.796733 0.0984512 -0.120949 0.583862	0.691091 0.116822 -0.103314 0.705742	0.692986 0.255496 -0.158536 0.655254	
0.776093 0.0202395 -0.0299506 0.629582	0.72857 0.0220845 -0.0398897 0.683452	0.713005 0.0199515 -0.0471659 0.699286	0.663495 0.0989873 -0.119879 0.73185	0.644793 0.111801 -0.143899 0.742317	0.574548 0.0466105 -0.142531 0.804616	0.592013 -0.0153906 -0.104701 0.79895	0.713507 0.212882 0.0209349 0.667196	0.532456 -0.144722 -0.574163 0.604883	-0.55108 -0.0276598 0.733529 -0.39684	0.672971 -0.0020759 -0.644726 0.362539	0.533812 -0.0187873 -0.200593 0.821252	0.460278 0.489004 0.351185 0.652449	0.546999 0.389579 0.471966 0.571199	0.583905 0.364633 0.456108 0.563971	0.631843 -0.0573324 0.0510636 0.771285	0.592193 -0.0598316 0.0481112 0.80213	0.621244 -0.0466905 0.0808004 0.77804	0.792502 0.107899 -0.122933 0.587526	0.724669 0.120502 -0.110607 0.669403	0.72817 0.253532 -0.156645 0.617213	
0.775251 0.023116 -0.0286437 0.63058	0.727917 0.024317 -0.0391256 0.684117	0.712432 0.0219877 -0.0464888 0.699854	0.663141 0.100936 -0.119541 0.73196	0.644272 0.113887 -0.143488 0.742533	0.57322 0.0475876 -0.140872 0.805797	0.591031 -0.0162666 -0.099948 0.800268	0.714124 0.216731 0.0233275 0.665215	0.534458 -0.139699 -0.573875 0.604572	-0.551136 -0.0375496 0.736367 -0.390644	0.674817 0.00595871 -0.647879 0.353327	0.533325 -0.0166858 -0.201037 0.821504	0.459737 0.49253 0.349932 0.650848	0.547265 0.392995 0.470579 0.569746	0.581193 0.366678 0.455744 0.565737	0.624773 -0.0571502 0.0527306 0.776925	0.58479 -0.0597372 0.0497809 0.807449	0.618273 -0.0469821 0.0807678 0.78039	0.788711 0.116346 -0.123325 0.590923	0.754516 0.123045 -0.116643 0.634004	0.760202 0.250672 -0.156706 0.578533	
0.774727 0.0249683 -0.0278965 0.631187	0.727678 0.026194 -0.0379595 0.684367	0.712496 0.0235993 -0.0454295 0.699806	0.662842 0.102248 -0.118792 0.732171	0.643761 0.115367 -0.142609 0.742916	0.572 0.048609 -0.138734 0.806973	0.589921 -0.0169342 -0.0949334 0.801682	0.71414 0.219488 0.02528 0.664222	0.535832 -0.136293 -0.573379 0.604602	-0.551023 -0.0454446 0.738884 -0.385173	0.676798 0.0123523 -0.650024 0.345342	0.5329 -0.01432 -0.200373 0.821987	0.459317 0.495572 0.349344 0.64915	0.547456 0.396049 0.469681 0.568187	0.580501 0.370244 0.455312 0.564472	0.617764 -0.0571519 0.0555259 0.782316	0.576862 -0.0599223 0.0525241 0.812946	0.615095 -0.0475028 0.0808791 0.782854	0.785433 0.121976 -0.120612 0.594701	0.780813 0.122904 -0.119666 0.600754	0.786921 0.249013 -0.156578 0.54243	
0.774293 0.0254174 -0.0277929 0.631706	0.727706 0.0274888 -0.0363982 0.684371	0.712932 0.0247563 -0.0438139 0.699425	0.662534 0.103058 -0.117422 0.732557	0.64327 0.116331 -0.141149 0.74347	0.571021 0.0492998 -0.136197 0.808056	0.58889 -0.0172156 -0.0895905 0.803048	0.713623 0.221104 0.0269672 0.664175	0.53647 -0.134413 -0.572705 0.605097	-0.550668 -0.0512949 0.741096 -0.38067	0.679073 0.0165724 -0.651038 0.338725	0.533207 -0.0118149 -0.198772 0.822217	0.458429 0.497745 0.349967 0.647778	0.54676 0.398699 0.469666 0.567016	0.580778 0.37298 0.455076 0.562573	0.61094 -0.0552801 0.0565797 0.787716	0.568717 -0.0581759 0.0535976 0.818721	0.61233 -0.0479057 0.0802892 0.785054	0.783505 0.122752 -0.114242 0.598331	0.802908 0.118897 -0.118249 0.57203	0.806651 0.24806 -0.157095 0.512934	
0.773904 0.0251862 -0.0275205 0.632203	0.727856 0.0284896 -0.0345259 0.684268	0.713456 0.0256509 -0.0419086 0.698975	0.662296 0.103653 -0.115541 0.732987	0.642933 0.117021 -0.139172 0.744026	0.570345 0.0498409 -0.133301 0.808983	0.587844 -0.0171054 -0.0841976 0.804399	0.712928 0.221454 0.0284309 0.664743	0.536557 -0.134182 -0.572051 0.605689	-0.55038 -0.0545972 0.742782 -0.377329	0.680759 0.019349 -0.651671 0.333944	0.534504 -0.00919659 -0.196362 0.821987	0.45788 0.499462 0.351211 0.646169	0.546171 0.401015 0.470029 0.565647	0.578931 0.375195 0.45631 0.562004	0.604157 -0.0533338 0.0580196 0.792959	0.56026 -0.0564021 0.0550415 0.824559	0.608604 -0.04822 0.0794231 0.788015	0.782007 0.125085 -0.110121 0.600577	0.819374 0.117666 -0.118015 0.548502	0.821014 0.251871 -0.154223 0.488582	
