Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-13.3183 32.9551 31.5254	-15.319 35.3371 32.5561	-16.0647 38.8748 32.937	-16.4272 42.4837 33.186	-16.1862 46.1062 32.9958	-14.2788 55.4269 31.44	-12.8345 59.9351 29.8342	-13.4159 52.0214 32.1032	-10.0664 53.868 36.3363	-6.26026 43.2308 37.641	-0.887949 37.0114 34.9563	-15.0072 52.0706 30.4469	-18.5071 53.567 26.1972	-23.1586 43.189 26.2448	-24.7401 34.7723 25.0588	-11.7804 31.8137 34.5147	-15.9249 17.8261 37.6266	-23.0404 5.20638 40.5579	-14.5916 32.1355 28.3143	-10.9215 17.7769 26.6187	-8.40906 3.21478 26.2838	
-12.9053 32.9421 31.009	-14.8803 35.3249 32.0863	-15.6358 38.8582 32.4895	-16.0238 42.4631 32.7558	-15.8187 46.0881 32.5692	-14.0225 55.4301 31.0096	-12.625 59.9517 29.4002	-13.1178 52.031 31.6488	-9.73554 53.8463 35.8694	-6.13491 43.1218 37.0358	-0.915456 36.8567 34.1626	-14.7362 52.07 30.0187	-18.3238 53.5561 25.8392	-22.9095 43.1495 25.9579	-24.3658 34.7126 24.7545	-11.3341 31.7675 33.9679	-15.2366 17.7687 37.3329	-22.7221 5.44717 40.5923	-14.2247 32.1566 27.8081	-10.6199 17.7658 26.2507	-8.33454 3.16298 26.1337	
-12.5162 32.9468 30.4725	-14.4641 35.3261 31.6054	-15.2237 38.8545 32.0418	-15.6269 42.4559 32.3323	-15.4537 46.0827 32.1495	-13.7634 55.443 30.5811	-12.4128 59.9754 28.9619	-12.8191 52.0498 31.1939	-9.39586 53.8354 35.3941	-6.01081 43.0286 36.4399	-0.947998 36.6963 33.4366	-14.4684 52.0797 29.5949	-18.1448 53.561 25.4915	-22.6428 43.1167 25.6451	-23.96 34.6634 24.3974	-10.8922 31.7454 33.3919	-14.3714 17.6904 36.9794	-22.2813 5.74201 40.6052	-13.8982 32.1893 27.2913	-10.3206 17.7802 25.8437	-8.29766 3.13927 26.0123	
-12.1366 32.965 29.9474	-14.0608 35.3337 31.1413	-14.8227 38.8569 31.6141	-15.234 42.4556 31.9268	-15.09 46.0838 31.7476	-13.5029 55.4598 30.1652	-12.1987 59.9978 28.5236	-12.5206 52.0719 30.7471	-9.04195 53.8405 34.9087	-5.87522 42.96 35.8705	-0.989714 36.5319 32.7784	-14.2067 52.094 29.1868	-17.9727 53.5865 25.1696	-22.3578 43.0942 25.3224	-23.5192 34.6307 23.9924	-10.4416 31.7483 32.8197	-13.37 17.6061 36.5533	-21.7191 6.08789 40.566	-13.5926 32.225 26.7952	-10.0585 17.7954 25.4484	-8.27406 3.1298 25.9106	
-11.7744 33.007 29.4217	-13.6879 35.3508 30.6804	-14.4531 38.8674 31.1948	-14.8639 42.464 31.5316	-14.742 46.0934 31.3596	-13.2427 55.4821 29.7668	-11.9806 60.0211 28.0957	-12.2289 52.0976 30.3135	-8.68158 53.8661 34.4167	-5.73237 42.9204 35.329	-1.03769 36.3713 32.1956	-13.9537 52.1156 28.796	-17.7986 53.6314 24.8631	-22.0721 43.0929 24.9932	-23.0529 34.6256 23.5466	-9.99361 31.7886 32.241	-12.2006 17.5204 35.9912	-20.9736 6.48118 40.4239	-13.3061 32.2726 26.3043	-9.8658 17.8092 25.0833	-8.26331 3.13473 25.839	
-11.4376 33.0638 28.91	-13.3462 35.3734 30.2375	-14.1137 38.8833 30.7928	-14.5173 42.4786 31.1501	-14.4112 46.1089 30.9866	-12.9849 55.5071 29.3826	-11.7597 60.043 27.6758	-11.946 52.1247 29.8937	-8.31727 53.9006 33.9219	-5.55892 42.9026 34.8027	-1.06628 36.2076 31.6815	-13.709 52.1408 28.4207	-17.6261 53.6915 24.5737	-21.7847 43.1067 24.6628	-22.5691 34.646 23.0656	-9.55828 31.8557 31.6691	-10.963 17.4535 35.2909	-20.094 6.87739 40.1128	-13.0493 32.3244 25.8343	-9.73805 17.818 24.779	-8.24488 3.14848 25.8063	
-11.1419 33.1164 28.4365	-13.0398 35.3955 29.8303	-13.8004 38.9018 30.4169	-14.1893 42.4978 30.7844	-14.0941 46.1286 30.6265	-12.7274 55.5327 29.0052	-11.5376 60.064 27.2616	-11.6692 52.1516 29.4845	-7.95578 53.9337 33.432	-5.34078 42.8988 34.2874	-1.05757 36.0361 31.2367	-13.4677 52.1665 28.0552	-17.4536 53.7549 24.2951	-21.5073 43.1292 24.3422	-22.0749 34.6874 22.5638	-9.16162 31.926 31.1319	-9.75313 17.4009 34.4768	-19.1556 7.24366 39.6636	-12.8378 32.3642 25.4096	-9.66181 17.8144 24.5542	-8.22398 3.15583 25.794	
-10.8882 33.1642 28.0032	-12.7615 35.4228 29.462	-13.5067 38.9285 30.0722	-13.8794 42.5258 30.4433	-13.7915 46.1567 30.2843	-12.4717 55.5617 28.6295	-11.3114 60.0871 26.8509	-11.3994 52.1816 29.0844	-7.60096 53.9677 32.9483	-5.09267 42.9081 33.8047	-1.02758 35.8725 30.8509	-13.2311 52.1947 27.6978	-17.2789 53.8205 24.0208	-21.2382 43.1592 24.0313	-21.5733 34.7504 22.0491	-8.80678 31.9923 30.6296	-8.62793 17.3723 33.5862	-18.2142 7.61106 39.1808	-12.6768 32.3968 25.034	-9.63156 17.8081 24.391	-8.20755 3.16278 25.793	
-10.6644 33.2118 27.6121	-12.4997 35.4603 29.1336	-13.2253 38.967 29.7608	-13.5836 42.566 30.1295	-13.5014 46.1967 29.9616	-12.2207 55.5977 28.2545	-11.0852 60.1149 26.4395	-11.1381 52.2187 28.6926	-7.25416 54.0124 32.467	-4.80877 42.9395 33.3328	-0.959525 35.7267 30.5206	-13.0013 52.2285 27.3486	-17.101 53.8963 23.7487	-20.9733 43.2031 23.725	-21.0673 34.8409 21.5309	-8.48239 32.0587 30.1642	-7.60034 17.3751 32.6404	-17.304 8.00039 38.6762	-12.5527 32.427 24.71	-9.63756 17.804 24.2779	-8.20422 3.17084 25.7927	
-10.4519 33.2697 27.2446	-12.2412 35.5124 28.8283	-12.9493 39.02 29.4702	-13.2991 42.6202 29.8357	-13.2228 46.2505 29.6558	-11.9796 55.6449 27.8861	-10.8608 60.15 26.0311	-10.8881 52.267 28.3101	-6.91875 54.0711 31.9894	-4.51178 42.9926 32.8913	-0.861497 35.6136 30.2503	-12.7827 52.2729 27.0106	-16.9238 53.9871 23.4806	-20.7276 43.2694 23.4277	-20.5635 34.9684 21.0162	-8.16251 32.1429 29.7129	-6.64785 17.431 31.6575	-16.3618 8.36172 38.1279	-12.4483 32.4592 24.4229	-9.66231 17.8065 24.1944	-8.20566 3.18424 25.7904	
-10.2428 33.3394 26.8991	-11.9821 35.5759 28.5459	-12.675 39.0844 29.1998	-13.0187 42.6858 29.5584	-12.9487 46.3155 29.3641	-11.7465 55.7021 27.5257	-10.6419 60.1906 25.6227	-10.646 52.3254 27.9362	-6.5917 54.143 31.515	-4.20266 43.0657 32.4767	-0.732688 35.5335 30.0326	-12.5722 52.3269 26.6842	-16.7522 54.0922 23.2259	-20.4966 43.3538 23.153	-20.0557 35.1325 20.5137	-7.84334 32.2426 29.2747	-5.76756 17.5359 30.66	-15.3441 8.627 37.5448	-12.3488 32.4995 24.1672	-9.67333 17.8245 24.102	-8.21826 3.21269 25.792	
-10.0301 33.4091 26.5758	-11.7232 35.6399 28.2775	-12.4032 39.1497 28.9378	-12.7413 42.7529 29.2842	-12.6786 46.3819 29.0756	-11.5232 55.7613 27.1718	-10.4306 60.2333 25.2234	-10.4127 52.3861 27.567	-6.27831 54.2273 31.0405	-3.89999 43.1556 32.09	-0.577763 35.4917 29.8593	-12.3702 52.3831 26.3644	-16.5853 54.2036 22.9781	-20.2927 43.4524 22.8966	-19.5577 35.3301 20.0265	-7.52264 32.355 28.8574	-4.95716 17.6821 29.658	-14.272 8.78637 36.9091	-12.2386 32.5268 23.9399	-9.67313 17.8323 24.0216	-8.22029 3.22964 25.7905	
-9.8239 33.4782 26.2595	-11.4695 35.7043 28.0132	-12.1359 39.2162 28.6763	-12.4674 42.8214 29.0076	-12.4115 46.4497 28.7851	-11.3049 55.8224 26.8203	-10.2281 60.2782 24.8265	-10.1847 52.4484 27.1986	-5.97328 54.3115 30.5662	-3.59801 43.2506 31.7295	-0.390744 35.4784 29.7154	-12.1722 52.4415 26.0463	-16.4251 54.3208 22.7403	-20.0998 43.5584 22.6561	-19.0672 35.5569 19.5481	-7.2121 32.4698 28.4426	-4.22357 17.8566 28.6334	-13.1092 8.8256 36.2469	-12.1302 32.5507 23.7248	-9.68171 17.8377 23.9416	-8.24089 3.24174 25.775	
-9.61667 33.5411 25.9477	-11.2099 35.7659 27.7507	-11.8607 39.2807 28.4133	-12.1872 42.8879 28.7279	-12.1396 46.5154 28.491	-11.0874 55.882 26.4679	-10.0329 60.3243 24.4327	-9.95677 52.5095 26.8277	-5.67166 54.3884 30.092	-3.29685 43.3427 31.3925	-0.177317 35.4813 29.5992	-11.9736 52.4985 25.7277	-16.2671 54.4341 22.5078	-19.9214 43.6648 22.4283	-18.6003 35.8022 19.0839	-6.90433 32.5787 28.0264	-3.56709 18.046 27.6032	-11.8753 8.74584 35.5379	-12.0183 32.5678 23.521	-9.68208 17.8391 23.8733	-8.24309 3.25096 25.7691	
-9.41713 33.5976 25.6334	-10.9522 35.824 27.4842	-11.5862 39.3421 28.1466	-11.9079 42.9509 28.4465	-11.8688 46.5775 28.1949	-10.8722 55.9374 26.1138	-9.83835 60.3679 24.0425	-9.73182 52.5663 26.4546	-5.37626 54.4568 29.6174	-2.99813 43.4317 31.0772	0.0579904 35.4999 29.4973	-11.7771 52.5514 25.4085	-16.1207 54.535 22.2865	-19.7717 43.7644 22.2219	-18.1614 36.06 18.6444	-6.61016 32.6769 27.6024	-3.00276 18.2385 26.585	-10.5956 8.55601 34.7751	-11.9109 32.5825 23.3194	-9.6843 17.8412 23.8212	-8.24013 3.26022 25.7674	
-9.2187 33.645 25.3217	-10.6918 35.8768 27.2158	-11.3084 39.398 27.8778	-11.626 43.0084 28.1636	-11.5961 46.634 27.8968	-10.6575 55.9869 25.7579	-9.64754 60.4058 23.6504	-9.50782 52.617 26.0792	-5.08481 54.5156 29.1419	-2.69624 43.5171 30.7752	0.31374 35.5284 29.4076	-11.5806 52.5984 25.0887	-15.9746 54.6234 22.0653	-19.6339 43.8555 22.0336	-17.7519 36.3209 18.234	-6.32528 32.7617 27.1796	-2.53261 18.422 25.5977	-9.2953 8.27192 33.9476	-11.7992 32.5917 23.1227	-9.67917 17.8411 23.7866	-8.22938 3.26581 25.7707	
-9.018 33.6837 25.0124	-10.4274 35.9229 26.9458	-11.0264 39.4474 27.6063	-11.3409 43.0592 27.8778	-11.3222 46.6837 27.5955	-10.4466 56.0296 25.4001	-9.4624 60.4368 23.2561	-9.28711 52.6611 25.7011	-4.8005 54.5655 28.6662	-2.38909 43.6 30.4779	0.59134 35.5669 29.3223	-11.3863 52.6386 24.768	-15.8332 54.6995 21.848	-19.5195 43.9408 21.8696	-17.3768 36.5857 17.862	-6.0459 32.8344 26.7586	-2.14797 18.5894 24.6602	-7.96683 7.90534 33.0549	-11.6788 32.5955 22.9291	-9.66426 17.8379 23.7491	-8.22368 3.26674 25.77	
-8.81826 33.7174 24.6999	-10.1617 35.9644 26.671	-10.7435 39.4918 27.3314	-11.0563 43.1045 27.5904	-11.0495 46.7278 27.2925	-10.2393 56.066 25.0398	-9.27935 60.4618 22.8616	-9.07055 52.699 25.3204	-4.52216 54.6079 28.1868	-2.07788 43.6819 30.1837	0.886465 35.6163 29.2306	-11.195 52.6725 24.4464	-15.6949 54.7683 21.6345	-19.4006 44.0165 21.7203	-17.0452 36.8383 17.5162	-5.77578 32.8948 26.3341	-1.84711 18.7332 23.7786	-6.6259 7.47306 32.0763	-11.5534 32.6015 22.7307	-9.63693 17.8402 23.7039	-8.21108 3.27243 25.7598	
-8.62268 33.7445 24.3846	-9.89801 35.9996 26.3913	-10.4619 39.5298 27.0523	-10.7722 43.1435 27.3012	-10.7767 46.7655 26.9877	-10.0326 56.095 24.6772	-9.09664 60.4798 22.4667	-8.8556 52.7293 24.9377	-4.24747 54.6469 27.7011	-1.76166 43.7664 29.8863	1.19393 35.677 29.1281	-11.0038 52.6991 24.124	-15.5592 54.8228 21.4247	-19.2836 44.0785 21.5918	-16.7537 37.071 17.205	-5.51692 32.943 25.9064	-1.61182 18.8493 22.968	-5.29482 6.99853 30.9974	-11.427 32.6064 22.5286	-9.59718 17.8439 23.641	-8.1947 3.28142 25.7494	
-8.42719 33.7674 24.0628	-9.63185 36.0297 26.1048	-10.1783 39.5621 26.7689	-10.4876 43.1763 27.0115	-10.504 46.7969 26.683	-9.82566 56.1167 24.3136	-8.9135 60.4897 22.0701	-8.64193 52.7518 24.5541	-3.97488 54.6807 27.2087	-1.43669 43.8505 29.5761	1.51777 35.7451 29.0082	-10.8126 52.7188 23.8026	-15.4216 54.8648 21.214	-19.1651 44.1291 21.4786	-16.5063 37.2728 16.932	-5.26413 32.9814 25.4704	-1.41781 18.9353 22.2409	-3.99669 6.51027 29.8202	-11.2965 32.6129 22.3198	-9.55038 17.8513 23.5697	-8.17769 3.29485 25.7383	
-8.23342 33.7857 23.7327	-9.36353 36.054 25.8104	-9.89218 39.5882 26.4787	-10.2008 43.2029 26.7163	-10.2287 46.8222 26.3742	-9.61682 56.1325 23.9502	-8.73019 60.4921 21.6707	-8.42739 52.7682 24.1696	-3.70318 54.7117 26.7099	-1.10447 43.9352 29.2501	1.85422 35.8204 28.8685	-10.6188 52.7329 23.4809	-15.2798 54.8972 21.0032	-19.0438 44.172 21.3801	-16.3004 37.4421 16.697	-5.01788 33.01 25.0221	-1.24137 18.9904 21.6011	-2.74983 6.03525 28.5558	-11.1649 32.6201 22.1042	-9.49973 17.8612 23.4886	-8.16646 3.31306 25.7366	
-8.03723 33.7915 23.4057	-9.09081 36.0672 25.5152	-9.6009 39.6038 26.1852	-9.90809 43.219 26.4156	-9.94873 46.8371 26.0615	-9.40739 56.1385 23.5872	-8.54527 60.4836 21.2708	-8.21233 52.7748 23.7837	-3.43253 54.7381 26.2019	-0.763962 44.021 28.9155	2.19549 35.9003 28.7028	-10.423 52.7375 23.1597	-15.1318 54.922 20.7925	-18.9125 44.2075 21.2882	-16.1366 37.5722 16.4905	-4.77486 33.0236 24.5766	-1.07146 19.0099 21.0528	-1.56807 5.58886 27.2259	-11.0266 32.6169 21.893	-9.43652 17.8609 23.3921	-8.15275 3.3234 25.7355	
-7.83921 33.7881 23.0773	-8.81221 36.0721 25.2164	-9.30283 39.6113 25.8873	-9.60935 43.227 26.1104	-9.66377 46.8437 25.7446	-9.19677 56.1363 23.2221	-8.35779 60.4656 20.8681	-7.99609 52.7732 23.3952	-3.16373 54.7575 25.6885	-0.42349 44.1011 28.5644	2.53996 35.9793 28.5074	-10.2243 52.7337 22.837	-14.9766 54.9427 20.5822	-18.7755 44.2405 21.1906	-16.0168 37.6562 16.3135	-4.53533 33.0233 24.1278	-0.896205 19.0038 20.5603	-0.452564 5.2016 25.8311	-10.8836 32.609 21.6825	-9.36727 17.8545 23.2705	-8.1473 3.33008 25.7261	
-7.64629 33.7757 22.7426	-8.53475 36.0686 24.9088	-9.00381 39.6105 25.581	-9.30795 43.2268 25.7984	-9.37597 46.8421 25.4219	-8.98299 56.1256 22.854	-8.16326 60.4391 20.4643	-7.77794 52.7631 23.0034	-2.89602 54.7712 25.1674	-0.0765948 44.1744 28.1837	2.89333 36.0553 28.2759	-10.0216 52.7219 22.5113	-14.8207 54.9516 20.3794	-18.6289 44.2593 21.0945	-15.9418 37.6901 16.1574	-4.30857 33.0046 23.6748	-0.720021 18.9737 20.1007	0.571146 4.88244 24.3725	-10.7425 32.6014 21.4626	-9.28771 17.8485 23.1211	-8.13379 3.34207 25.7116	
-7.45752 33.7488 22.4088	-8.26584 36.0525 24.5948	-8.71128 39.5976 25.2659	-9.00909 43.2148 25.4764	-9.08889 46.829 25.0909	-8.76523 56.1043 22.484	-7.96604 60.4025 20.06	-7.55765 52.7417 22.6099	-2.6313 54.7759 24.6449	0.271887 44.2363 27.7798	3.25114 36.1234 28.0108	-9.81432 52.7001 22.1814	-14.6538 54.9493 20.1643	-18.4784 44.2705 20.9853	-15.9025 37.6732 16.0266	-4.09559 32.9642 23.237	-0.512706 18.9264 19.6848	1.50243 4.63856 22.8904	-10.5983 32.5856 21.2314	-9.19688 17.8343 22.949	-8.1162 3.35132 25.6976	
-7.26499 33.7145 22.0743	-7.9967 36.0291 24.2757	-8.41765 39.5777 24.9444	-8.70792 43.1959 25.1474	-8.79861 46.809 24.7539	-8.54229 56.0769 22.1133	-7.76701 60.3595 19.6544	-7.33312 52.714 22.2156	-2.36504 54.7728 24.1203	0.627513 44.2873 27.3509	3.61911 36.1835 27.71	-9.60066 52.6723 21.8489	-14.4823 54.9327 19.9495	-18.3152 44.2638 20.8563	-15.8921 37.6018 15.907	-3.88596 32.9109 22.8093	-0.296103 18.8698 19.277	2.28064 4.46659 21.3714	-10.4451 32.5681 20.9896	-9.10027 17.8181 22.7632	-8.09717 3.3631 25.683	
-7.06789 33.6778 21.734	-7.72973 36.002 23.9473	-8.12595 39.554 24.6134	-8.40677 43.1734 24.8092	-8.50593 46.7854 24.4083	-8.31127 56.0461 21.7374	-7.56016 60.3144 19.2462	-7.1026 52.6824 21.8168	-2.09645 54.7627 23.5942	0.985262 44.3258 26.8977	3.99441 36.2344 27.3708	-9.37899 52.6418 21.5098	-14.3058 54.8986 19.7261	-18.1493 44.2402 20.7087	-15.9139 37.4842 15.7984	-3.67611 32.8557 22.3851	-0.0704281 18.8149 18.868	2.89608 4.367 19.8365	-10.2813 32.5479 20.7332	-8.99982 17.8004 22.5735	-8.07756 3.37668 25.6694	
-6.86696 33.6341 21.3905	-7.46628 35.9673 23.6122	-7.8374 39.5223 24.2761	-8.10481 43.1431 24.4653	-8.21084 46.7541 24.0573	-8.07506 56.0081 21.3598	-7.34261 60.2625 18.8393	-6.86762 52.6436 21.4173	-1.82679 54.7417 23.0715	1.34243 44.345 26.4185	4.37603 36.2687 26.9846	-9.15099 52.6042 21.1672	-14.1265 54.8447 19.502	-17.9756 44.1948 20.5517	-15.9541 37.3285 15.7023	-3.46305 32.8021 21.9607	0.154053 18.7638 18.445	3.34723 4.33225 18.3362	-10.1078 32.5124 20.4724	-8.8987 17.7681 22.3853	-8.07039 3.37894 25.6631	
-6.65351 33.5939 21.0316	-7.19763 35.9327 23.2616	-7.54561 39.4899 23.9267	-7.79926 43.1118 24.1125	-7.91146 46.7219 23.6982	-7.83034 55.9696 20.9766	-7.11602 60.2109 18.4292	-6.6253 52.6039 21.0132	-1.55251 54.7144 22.5498	1.69746 44.3496 25.9187	4.75881 36.2894 26.5586	-8.91401 52.5664 20.8176	-13.9388 54.7772 19.2645	-17.7969 44.1382 20.3902	-16.0079 37.1544 15.6179	-3.23905 32.7565 21.5257	0.346844 18.7117 18.0044	3.62786 4.34197 16.8976	-9.91653 32.4766 20.19	-8.78163 17.7379 22.1896	-8.0493 3.38904 25.6612	
-6.42784 33.5505 20.6583	-6.92184 35.8943 22.8947	-7.24982 39.453 23.5622	-7.49089 43.0758 23.7473	-7.60892 46.6851 23.3281	-7.57873 55.9271 20.5861	-6.88376 60.1577 18.0157	-6.37668 52.5601 20.6029	-1.27554 54.68 22.0287	2.04951 44.3402 25.401	5.14173 36.2955 26.0866	-8.66921 52.5247 20.4583	-13.7389 54.7016 19.0064	-17.6111 44.0782 20.2261	-16.0664 36.9753 15.5452	-3.00537 32.708 21.0835	0.50363 18.6479 17.5459	3.79406 4.37522 15.5601	-9.70943 32.4375 19.8861	-8.66191 17.704 21.9699	-8.03272 3.40207 25.6492	
-6.18891 33.5087 20.2846	-6.63466 35.8571 22.5263	-6.94402 39.4171 23.1954	-7.17516 43.0407 23.3784	-7.30004 46.649 22.9527	-7.32115 55.8846 20.1894	-6.64227 60.1055 17.5986	-6.12133 52.5169 20.1887	-0.992988 54.6374 21.5122	2.40117 44.3144 24.8669	5.52723 36.2841 25.5677	-8.41642 52.4828 20.0924	-13.5297 54.6227 18.742	-17.4215 44.0169 20.0502	-16.1369 36.792 15.4786	-2.75961 32.6625 20.6421	0.634847 18.5827 17.0707	3.89484 4.42889 14.3286	-9.48683 32.3985 19.5809	-8.53393 17.6675 21.7266	-8.01017 3.42179 25.6336	
-5.94032 33.4646 19.9123	-6.34026 35.8187 22.1566	-6.63131 39.3806 22.8237	-6.85389 43.005 23.0009	-6.98612 46.6123 22.5679	-7.05768 55.842 19.7858	-6.39377 60.054 17.1768	-5.85994 52.4735 19.7683	-0.705305 54.5872 20.9972	2.75163 44.275 24.3209	5.91016 36.2556 25.0015	-8.15652 52.4406 19.7181	-13.3083 54.5427 18.458	-17.2205 43.957 19.8635	-16.2056 36.6114 15.4181	-2.50533 32.6164 20.2046	0.754073 18.5143 16.5959	3.95906 4.48705 13.2132	-9.25225 32.3555 19.276	-8.40511 17.6256 21.4735	-7.992 3.44236 25.6139	
-5.68653 33.418 19.5391	-6.04406 35.7781 21.7844	-6.31542 39.3421 22.4486	-6.52867 42.9673 22.6206	-6.66805 46.5733 22.1802	-6.78822 55.7966 19.3786	-6.13581 59.9992 16.7516	-5.59206 52.4277 19.3467	-0.412695 54.5323 20.4839	3.10418 44.2231 23.7537	6.29812 36.2142 24.3899	-7.88919 52.3955 19.3392	-13.0748 54.4637 18.1642	-17.007 43.8983 19.6644	-16.2763 36.4334 15.3644	-2.24663 32.5705 19.7687	0.866783 18.4447 16.1238	3.98539 4.52846 12.2391	-9.00988 32.3073 18.9684	-8.27524 17.5801 21.2233	-7.97138 3.46332 25.594	
-5.42957 33.3594 19.152	-5.74149 35.7239 21.3994	-5.9926 39.2897 22.0618	-6.19629 42.9157 22.2301	-6.3429 46.5209 21.7851	-6.5101 55.739 18.969	-5.86718 59.9329 16.3258	-5.31548 52.3697 18.9222	-0.116953 54.4723 19.9724	3.45487 44.1608 23.1746	6.6826 36.1596 23.7335	-7.61239 52.3381 18.9551	-12.8256 54.3824 17.8634	-16.7806 43.8396 19.459	-16.3316 36.2603 15.3235	-1.98703 32.5078 19.318	0.958764 18.3564 15.6333	3.94906 4.51285 11.4034	-8.76455 32.2521 18.6463	-8.14408 17.532 20.9807	-7.94566 3.48486 25.576	
-5.16645 33.2857 18.7547	-5.43618 35.6565 21.0009	-5.66753 39.224 21.6612	-5.86152 42.8505 21.8283	-6.01398 46.4554 21.382	-6.22253 55.6703 18.5581	-5.58687 59.8561 15.9004	-5.03056 52.3003 18.4959	0.182657 54.4048 19.4664	3.8022 44.0857 22.5896	7.05961 36.0891 23.0288	-7.32664 52.27 18.5664	-12.5639 54.2962 17.5595	-16.5506 43.7797 19.2475	-16.378 36.096 15.2877	-1.72231 32.431 18.8618	1.04901 18.2622 15.1095	3.87769 4.43427 10.7203	-8.51093 32.1804 18.3112	-8.0128 17.4713 20.7424	-7.93026 3.4972 25.5586	
-4.89826 33.2033 18.3412	-5.12725 35.5802 20.5855	-5.3399 39.1489 21.2457	-5.52478 42.7758 21.4153	-5.68113 46.3807 20.9713	-5.92276 55.595 18.1479	-5.29503 59.7743 15.478	-4.73538 52.2238 18.0687	0.491149 54.3269 18.9678	4.15255 43.9946 21.997	7.43294 36.0003 22.2806	-7.03016 52.1958 18.1739	-12.2887 54.2069 17.2509	-16.3094 43.7176 19.0255	-16.4087 35.9391 15.2526	-1.45421 32.3433 18.3939	1.14619 18.1634 14.5618	3.79122 4.29414 10.1886	-8.25135 32.1024 17.9555	-7.88148 17.4101 20.5079	-7.9175 3.51157 25.5386	
-4.636 33.115 17.9045	-4.8239 35.4962 20.148	-5.01752 39.0656 20.8107	-5.19177 42.6927 20.9862	-5.34818 46.2984 20.5485	-5.61138 55.5154 17.7363	-4.98915 59.691 15.0592	-4.43132 52.1421 17.6382	0.807625 54.2402 18.4747	4.50291 43.8901 21.4004	7.79866 35.8977 21.4947	-6.72451 52.1183 17.7745	-11.9989 54.1202 16.9253	-16.0493 43.6564 18.7803	-16.4258 35.7922 15.2078	-1.1943 32.244 17.9073	1.242 18.0549 14.0021	3.69271 4.09754 9.79926	-7.99795 32.0242 17.5707	-7.74857 17.3567 20.2756	-7.89235 3.53711 25.5175	
-4.37592 33.0167 17.4491	-4.52132 35.401 19.6925	-4.69496 38.9705 20.3601	-4.85712 42.5978 20.5437	-5.01104 46.2048 20.1164	-5.28811 55.4283 17.3266	-4.66868 59.6017 14.6455	-4.11693 52.0526 17.207	1.13312 54.1447 17.9871	4.85611 43.7728 20.7982	8.1577 35.7832 20.6734	-6.40831 52.0336 17.3716	-11.6925 54.0365 16.5881	-15.7721 43.5964 18.5116	-16.4369 35.6585 15.1505	-0.938333 32.1308 17.4035	1.33949 17.931 13.4419	3.59404 3.85309 9.5423	-7.747 31.9402 17.1647	-7.61815 17.3041 20.0428	-7.85988 3.56739 25.4946	
-4.11458 32.9162 16.9762	-4.21806 35.3025 19.2198	-4.3673 38.8716 19.8952	-4.5137 42.4989 20.0912	-4.66408 46.1076 19.6766	-4.95306 55.3396 16.9166	-4.33456 59.5124 14.2344	-3.79078 51.9618 16.7738	1.47198 54.0397 17.5045	5.21436 43.6405 20.186	8.51362 35.6574 19.8198	-6.08014 51.9472 16.9648	-11.3729 53.9511 16.2439	-15.4905 43.5376 18.2296	-16.4314 35.5373 15.0896	-0.68195 32.0149 16.8832	1.43887 17.8003 12.8878	3.50289 3.58339 9.40969	-7.49407 31.8546 16.7395	-7.4848 17.2582 19.8151	-7.8191 3.60518 25.4687	
-3.82571 32.848 16.5082	-3.91147 35.2377 18.7489	-4.03053 38.8064 19.4327	-4.15712 42.4333 19.6486	-4.30401 46.0429 19.2413	-4.60562 55.2799 16.4989	-3.98746 59.4521 13.8158	-3.45129 51.9001 16.3383	1.83484 53.9315 17.0299	5.57828 43.4975 19.5707	8.85708 35.5225 18.9388	-5.73847 51.8895 16.5541	-11.0498 53.8678 15.9025	-15.2026 43.4793 17.9451	-16.4056 35.431 15.0249	-0.39026 31.9631 16.372	1.56557 17.735 12.3406	3.45969 3.3998 9.27577	-7.20282 31.7697 16.3175	-7.34055 17.2136 19.5759	-7.77713 3.65151 25.4376	
-3.51657 32.8023 16.0421	-3.6003 35.1957 18.2791	-3.68726 38.7635 18.9718	-3.79256 42.3896 19.2123	-3.93439 46 18.8103	-4.24405 55.2399 16.0788	-3.62702 59.4095 13.3913	-3.09834 51.8579 15.9039	2.21794 53.8202 16.5634	5.94894 43.3444 18.946	9.19132 35.3814 18.0365	-5.3833 51.8518 16.1423	-10.7196 53.7858 15.5663	-14.9087 43.4217 17.6585	-16.361 35.3398 14.9525	-0.0738951 31.9533 15.8659	1.71924 17.711 11.8091	3.48419 3.30428 9.01453	-6.8842 31.6882 15.8946	-7.18924 17.171 19.3115	-7.7434 3.71195 25.3963	
-3.20495 32.76 15.567	-3.29233 35.1571 17.7997	-3.3538 38.7235 18.5025	-3.43939 42.3483 18.7693	-3.57115 45.9599 18.3747	-3.87304 55.2036 15.6553	-3.25814 59.3709 12.9638	-2.73983 51.8181 15.4676	2.60528 53.7096 16.1003	6.31461 43.1889 18.3128	9.50527 35.2426 17.1187	-5.02277 51.8192 15.7247	-10.3816 53.7099 15.2187	-14.6062 43.3706 17.3613	-16.2951 35.2651 14.8717	0.244731 31.9475 15.3585	1.88439 17.6903 11.2893	3.56099 3.24007 8.6703	-6.56173 31.6096 15.4549	-7.03084 17.1273 18.9987	-7.71994 3.79316 25.3394	
